#Age 0,Age 1,Age 2,Age 3,Age 4,Age 5,Age 6,Age 7,Age 8,Age 9,Age 10,Age 11,Age 12,Age 13,Age 14,Age 15,Age 16,Age 17,Age 18,Age 19,Age 20,Age 21,Age 22,Age 23,Age 24,Age 25,Age 26,Age 27,Age 28,Age 29,Age 30,Age 31,Age 32,Age 33,Age 34,Age 35,Age 36,Age 37,Age 38,Age 39,Age 40,Age 41,Age 42,Age 43,Age 44,Age 45,Age 46,Age 47,Age 48,Age 49,Age 50,Age 51,Age 52,Age 53,Age 54,Age 55,Age 56,Age 57,Age 58,Age 59,Age 60,Age 61,Age 62,Age 63,Age 64,Age 65,Age 66,Age 67,Age 68,Age 69,Age 70,Age 71,Age 72,Age 73,Age 74,Age 75,Age 76,Age 77,Age 78,Age 79,Age 80,Age 81,Age 82,Age 83,Age 84,Age 85,Age 86,Age 87,Age 88,Age 89,Age 90,Age 91,Age 92,Age 93,Age 94,Age 95,Age 96,Age 97,Age 98,Age 99,Age 100
0.5,1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5
0.0539319,0.0539319,0.107864,0.161796,0.215728,0.26966,0.323591,0.377523,0.431455,0.485387,0.539319,0.593251,0.647183,0.701115,0.755047,0.808979,0.862911,0.916843,0.970774,1.02471,1.07864,1.13257,1.1865,1.24043,1.29437,1.3483,1.40223,1.45616,1.51009,1.56403,1.61796,1.67189,1.72582,1.77975,1.83369,1.88762,1.94155,1.99548,2.04941,2.10334,2.15728,2.21121,2.26514,2.31907,2.373,2.42694,2.48087,2.5348,2.58873,2.64266,2.6966,2.75053,2.80446,2.85839,2.91232,2.96626,3.02019,3.07412,3.12805,3.18198,3.23591,3.28985,3.34378,3.39771,3.45164,3.50557,3.55951,3.61344,3.66737,3.7213,3.77523,3.82917,3.8831,3.93703,3.99096,4.04489,4.09883,4.15276,4.20669,4.26062,4.31455,4.36848,4.42242,4.47635,4.53028,4.58421,4.63814,4.69208,4.74601,4.79994,4.85387,4.9078,4.96174,5.01567,5.0696,5.12353,5.17746,5.2314,5.28533,5.33926,5.39319
