"year","month","fleet","obs","logse"
"2017",7,NA,0.00282767831363866,0.258009087273749
"2018",7,NA,0.00313558529492731,0.199138799876271
"2019",7,NA,0.00170766671747311,0.254846290044743
"2020",7,NA,0.00249230611102877,0.241275627695809
"2021",7,NA,0.00222952947010378,0.241205186445338
"2022",7,NA,0.00353599474959604,0.203736165155782
"2023",7,NA,0.00364496268359995,0.188999396740306
"2024",7,NA,0.0021620302258267,0.227431885322145
