"year","month","fleet","sex","partition","ageerr","Lbin_lo","Lbin_hi","input_n","u1","u2","u3","u4","u5","u6","u7","u8","u9","u10","u11","u12","u13","u14","u15","u16","u17","u18","u19","u20","u21","u22","u23","u24","u25","u26","u27","u28","u29","u30","u31","u32","u33","u34","u35","u36","u37","u38","u39","u40","u41","u42","u43","u44","u45","u46","u47","u48","u49","u50","u51","u52","u53","u54","u55","u56","u57","u58","u59","u60"
2007,"7","com_lan",0,0,0,-1,-1,39.044,0,0,0,0,0,0,0,0,0,36.9076,147.6306,295.2611,221.4458,73.8153,73.8153,36.9076,0,36.9076,0,36.9076,0,0,0,0,0,0,0,0,0,36.9076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,"7","com_lan",0,0,0,-1,-1,5.966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.5546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"7","com_lan",0,0,0,-1,-1,11.07,0,0,0,0,0,0,0,0,0,66.5546,0,0,0,0,0,0,0,66.5546,66.5546,0,0,0,0,0,0,0,66.5546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"7","com_lan",0,0,0,-1,-1,18.868,0,0,0,0,0,32.6301,65.2602,65.2602,65.2602,32.6301,65.2602,0,65.2602,0,65.2602,32.6301,0,32.6301,32.6301,130.5204,32.6301,97.8903,195.7806,456.8214,228.4107,228.4107,32.6301,130.5204,65.2602,32.6301,32.6301,32.6301,65.2602,0,0,0,0,0,32.6301,32.6301,32.6301,32.6301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"7","com_lan",0,0,0,-1,-1,20.212,0,0,0,0,0,0,0,0,85.8986,0,28.6329,0,0,0,28.6329,0,57.2657,28.6329,57.2657,0,85.8986,143.1644,57.2657,114.5315,114.5315,286.3287,343.5945,114.5315,57.2657,28.6329,0,57.2657,28.6329,28.6329,28.6329,114.5315,28.6329,0,0,57.2657,28.6329,28.6329,0,0,57.2657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"7","com_lan",0,0,0,-1,-1,12.692,0,0,0,66.5546,0,0,0,66.5546,66.5546,66.5546,133.1093,66.5546,0,66.5546,0,0,66.5546,199.6639,66.5546,66.5546,133.1093,199.6639,0,199.6639,66.5546,133.1093,199.6639,66.5546,0,133.1093,0,66.5546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"7","com_lan",0,0,0,-1,-1,23.798,0,0,0,0,14.4562,28.9124,0,0,86.7371,231.2989,14.4562,43.3685,57.8247,14.4562,43.3685,28.9124,43.3685,14.4562,43.3685,28.9124,0,14.4562,0,14.4562,28.9124,14.4562,57.8247,86.7371,72.2809,14.4562,14.4562,0,0,0,0,0,0,14.4562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"7","com_lan",0,0,0,-1,-1,10.208,0,0,0,0,0,10.481,5.2405,10.481,0,5.2405,0,5.2405,0,5.2405,5.2405,0,5.2405,0,5.2405,0,0,0,5.2405,0,0,0,0,0,10.481,5.2405,5.2405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,"7","com_lan",0,0,0,-1,-1,1.414,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
