"","year","length_cm","age","sex","source","faa_area","fleet","project","InModel"
"690",2022,32.9,10,"U","Cooperative","south","Growth","Cooperative","Included in base model"
"691",2022,32.8,11,"F","Cooperative","south","Growth","Cooperative","Included in base model"
"692",2022,26.9,6,"U","Cooperative","south","Growth","Cooperative","Included in base model"
"693",2022,33.5,11,"F","Cooperative","south","Growth","Cooperative","Included in base model"
"694",2022,32.4,12,"F","Cooperative","south","Growth","Cooperative","Included in base model"
"695",2022,28.4,5,"U","Cooperative","south","Growth","Cooperative","Included in base model"
"696",2022,23.6,6,"U","Cooperative","south","Growth","Cooperative","Included in base model"
"697",2022,34.8,11,"M","Cooperative","south","Growth","Cooperative","Included in base model"
"698",2022,29.5,6,"U","Cooperative","south","Growth","Cooperative","Included in base model"
"699",2022,33.5,9,"U","Cooperative","south","Growth","Cooperative","Included in base model"
"700",2022,35,11,"U","Cooperative","south","Growth","Cooperative","Included in base model"
"701",2022,32.3,6,"U","Cooperative","south","Growth","Cooperative","Included in base model"
"702",2022,33.6,9,"U","Cooperative","south","Growth","Cooperative","Included in base model"
"703",2022,33.1,11,"U","Cooperative","south","Growth","Cooperative","Included in base model"
"704",2022,28.6,5,"U","Cooperative","south","Growth","Cooperative","Included in base model"
"705",2022,27.5,4,"U","Cooperative","south","Growth","Cooperative","Included in base model"
"706",2022,36.5,19,"U","Cooperative","south","Growth","Cooperative","Included in base model"
"707",2022,32.5,11,"U","Cooperative","south","Growth","Cooperative","Included in base model"
"708",2022,22.5,5,"F","Cooperative","south","Growth","Cooperative","Included in base model"
"709",2022,24.8,6,"F","Cooperative","south","Growth","Cooperative","Included in base model"
"710",2022,25.2,6,"M","Cooperative","south","Growth","Cooperative","Included in base model"
"711",2022,32.4,11,"M","Cooperative","south","Growth","Cooperative","Included in base model"
"712",2022,25.4,6,"M","Cooperative","south","Growth","Cooperative","Included in base model"
"713",2022,35.1,15,"F","Cooperative","south","Growth","Cooperative","Included in base model"
"714",2022,32.2,4,"F","Cooperative","south","Growth","Cooperative","Included in base model"
"715",2022,34.4,16,"F","Cooperative","south","Growth","Cooperative","Included in base model"
"716",2022,32.1,12,"M","Cooperative","south","Growth","Cooperative","Included in base model"
"717",2022,26.5,5,"F","Cooperative","south","Growth","Cooperative","Included in base model"
"718",2022,33.4,12,"M","Cooperative","south","Growth","Cooperative","Included in base model"
"719",2022,34.6,10,"F","Cooperative","south","Growth","Cooperative","Included in base model"
"720",2022,33.7,11,"M","Cooperative","south","Growth","Cooperative","Included in base model"
"721",2022,35.1,12,"F","Cooperative","south","Growth","Cooperative","Included in base model"
"722",2022,29.5,6,"F","Cooperative","south","Growth","Cooperative","Included in base model"
"723",2022,26.3,6,"M","Cooperative","south","Growth","Cooperative","Included in base model"
"724",2022,33.2,13,"M","Cooperative","south","Growth","Cooperative","Included in base model"
"725",2022,34.3,11,"F","Cooperative","south","Growth","Cooperative","Included in base model"
"726",2022,36.6,19,"F","Cooperative","south","Growth","Cooperative","Included in base model"
"727",2022,38.9,21,"F","Cooperative","south","Growth","Cooperative","Included in base model"
"728",2022,32,10,"F","Cooperative","south","Growth","Cooperative","Included in base model"
"729",2022,38.9,29,"F","Cooperative","south","Growth","Cooperative","Included in base model"
"730",2022,33.2,10,"F","Cooperative","south","Growth","Cooperative","Included in base model"
"731",2022,31.1,10,"U","Cooperative","south","Growth","Cooperative","Included in base model"
"732",2022,32.3,11,"M","Cooperative","south","Growth","Cooperative","Included in base model"
"733",2022,29,5,"M","Cooperative","south","Growth","Cooperative","Included in base model"
"734",2022,35.9,11,"U","Cooperative","south","Growth","Cooperative","Included in base model"
"735",2022,32.7,10,"F","Cooperative","south","Growth","Cooperative","Included in base model"
"736",2022,34.6,11,"F","Cooperative","south","Growth","Cooperative","Included in base model"
"737",2022,33.3,11,"F","Cooperative","south","Growth","Cooperative","Included in base model"
"738",2022,35.3,11,"F","Cooperative","south","Growth","Cooperative","Included in base model"
"739",2022,35,16,"F","Cooperative","south","Growth","Cooperative","Included in base model"
"740",2022,33.6,21,"M","Cooperative","south","Growth","Cooperative","Included in base model"
"741",2022,33.4,10,"F","Cooperative","south","Growth","Cooperative","Included in base model"
"742",2022,33,12,"F","Cooperative","south","Growth","Cooperative","Included in base model"
"743",2022,34.9,12,"M","Cooperative","south","Growth","Cooperative","Included in base model"
"744",2022,33,11,"M","Cooperative","south","Growth","Cooperative","Included in base model"
"745",2022,35.2,11,"F","Cooperative","south","Growth","Cooperative","Included in base model"
"746",2023,39,28,"F","Cooperative","north","Growth","Cooperative","Included in base model"
"747",2023,42.7,28,"M","Cooperative","north","Growth","Cooperative","Included in base model"
"748",2018,28.4,6,"M","CCFRPFarallons","south","Growth","CCFRPFarallons","Included in base model"
"749",2024,36.4,8,"M","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"750",2024,29.2,7,"M","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"751",2024,35.8,13,"F","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"752",2024,43,31,"M","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"753",2024,42.2,31,"F","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"754",2024,35.5,8,"F","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"755",2024,44.8,31,"F","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"756",2024,34.1,9,"F","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"757",2024,29.1,8,"F","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"758",2024,28.4,8,"F","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"759",2024,24.1,8,"F","CCFRPNotFarallons","south","Growth","CCFRPNotFarallons","Included in base model"
"760",2024,29,7,"F","CCFRPNotFarallons","south","Growth","CCFRPNotFarallons","Included in base model"
"761",2024,29.9,5,"M","CCFRPNotFarallons","south","Growth","CCFRPNotFarallons","Included in base model"
"762",2024,29.4,8,"F","CCFRPFarallons","south","Growth","CCFRPFarallons","Included in base model"
"763",2024,30.5,8,"F","CCFRPFarallons","south","Growth","CCFRPFarallons","Included in base model"
"764",2024,29.3,6,"M","CCFRPFarallons","south","Growth","CCFRPFarallons","Included in base model"
"765",2024,30.1,7,"F","CCFRPFarallons","south","Growth","CCFRPFarallons","Included in base model"
"766",2024,23.5,7,"M","CCFRPFarallons","south","Growth","CCFRPFarallons","Included in base model"
"767",2024,30.4,5,"M","CCFRPFarallons","south","Growth","CCFRPFarallons","Included in base model"
"768",2024,28.1,6,"F","CCFRPFarallons","south","Growth","CCFRPFarallons","Included in base model"
"769",2024,31.3,7,"M","CCFRPFarallons","south","Growth","CCFRPFarallons","Included in base model"
"770",2024,30.5,5,"M","CCFRPFarallons","south","Growth","CCFRPFarallons","Included in base model"
"771",2024,31.8,7,"M","CCFRPFarallons","south","Growth","CCFRPFarallons","Included in base model"
"772",2024,28.5,5,"F","CCFRPFarallons","south","Growth","CCFRPFarallons","Included in base model"
"773",2024,30.4,4,"M","CCFRPFarallons","south","Growth","CCFRPFarallons","Included in base model"
"774",2024,32,8,"M","CCFRPFarallons","south","Growth","CCFRPFarallons","Included in base model"
"775",2024,27.2,8,"M","CCFRPFarallons","south","Growth","CCFRPFarallons","Included in base model"
"776",2024,34.1,15,"F","CCFRPFarallons","south","Growth","CCFRPFarallons","Included in base model"
"777",2024,30.8,8,"F","CCFRPFarallons","south","Growth","CCFRPFarallons","Included in base model"
"778",2024,29,5,"M","CCFRPFarallons","south","Growth","CCFRPFarallons","Included in base model"
"779",2024,27.2,5,"M","CCFRPFarallons","south","Growth","CCFRPFarallons","Included in base model"
"780",2024,21.5,4,"F","SWFSCResearch","south","Growth","SWFSCResearch","Included in base model"
"781",2024,29.6,9,"F","SWFSCResearch","south","Growth","SWFSCResearch","Included in base model"
"782",2024,30.4,13,"F","SWFSCResearch","south","Growth","SWFSCResearch","Included in base model"
"783",2024,25.9,8,"M","SWFSCResearch","south","Growth","SWFSCResearch","Included in base model"
"784",2024,25.4,8,"M","SWFSCResearch","south","Growth","SWFSCResearch","Included in base model"
"785",2024,37,12,"F","SWFSCResearch","north","Growth","SWFSCResearch","Included in base model"
"786",2024,40.3,18,"F","SWFSCResearch","north","Growth","SWFSCResearch","Included in base model"
"787",2024,44.2,36,"M","SWFSCResearch","north","Growth","SWFSCResearch","Included in base model"
"788",2024,41.6,27,"F","SWFSCResearch","north","Growth","SWFSCResearch","Included in base model"
"789",2024,41.4,19,"M","SWFSCResearch","north","Growth","SWFSCResearch","Included in base model"
"790",2024,25.1,7,"F","SWFSCResearch","north","Growth","SWFSCResearch","Included in base model"
"791",2024,28,9,"M","SWFSCResearch","north","Growth","SWFSCResearch","Included in base model"
"792",2024,35.4,15,"F","SWFSCResearch","north","Growth","SWFSCResearch","Included in base model"
"793",2024,30,10,"M","SWFSCResearch","north","Growth","SWFSCResearch","Included in base model"
"794",2024,36.8,13,"F","SWFSCResearch","north","Growth","SWFSCResearch","Included in base model"
"795",2024,28.9,7,"M","SWFSCResearch","north","Growth","SWFSCResearch","Included in base model"
"796",2024,28.8,10,"M","SWFSCResearch","north","Growth","SWFSCResearch","Included in base model"
"797",2024,28.8,8,"M","SWFSCResearch","north","Growth","SWFSCResearch","Included in base model"
"798",2024,36.5,14,"F","SWFSCResearch","north","Growth","SWFSCResearch","Included in base model"
"799",2024,36.4,18,"F","SWFSCResearch","north","Growth","SWFSCResearch","Included in base model"
"800",2024,35.6,13,"M","SWFSCResearch","north","Growth","SWFSCResearch","Included in base model"
"801",2024,34.9,13,"M","SWFSCResearch","north","Growth","SWFSCResearch","Included in base model"
"802",2024,36.7,19,"M","SWFSCResearch","north","Growth","SWFSCResearch","Included in base model"
"803",2024,33.4,14,"F","SWFSCResearch","north","Growth","SWFSCResearch","Included in base model"
"804",2024,23.9,5,"M","SWFSCResearch","north","Growth","SWFSCResearch","Included in base model"
"805",2024,34.7,13,"F","SWFSCResearch","south","Growth","SWFSCResearch","Included in base model"
"806",2024,25.3,5,"F","SWFSCResearch","south","Growth","SWFSCResearch","Included in base model"
"807",2024,31.4,14,"F","SWFSCResearch","south","Growth","SWFSCResearch","Included in base model"
"808",2024,34.3,9,"F","SWFSCResearch","south","Growth","SWFSCResearch","Included in base model"
"809",2024,33.6,7,"F","SWFSCResearch","south","Growth","SWFSCResearch","Included in base model"
"810",2024,32.8,9,"F","SWFSCResearch","south","Growth","SWFSCResearch","Included in base model"
"811",2024,30.1,7,"M","SWFSCResearch","south","Growth","SWFSCResearch","Included in base model"
"812",2024,32.1,8,"F","SWFSCResearch","south","Growth","SWFSCResearch","Included in base model"
"813",2024,32.5,7,"F","SWFSCResearch","south","Growth","SWFSCResearch","Included in base model"
"814",2024,29.1,6,"F","SWFSCResearch","south","Growth","SWFSCResearch","Included in base model"
"815",2024,27.7,6,"F","SWFSCResearch","south","Growth","SWFSCResearch","Included in base model"
"816",2024,31.1,6,"F","SWFSCResearch","south","Growth","SWFSCResearch","Included in base model"
"817",2024,32.9,10,"F","SWFSCResearch","south","Growth","SWFSCResearch","Included in base model"
"818",2024,32,6,"F","SWFSCResearch","south","Growth","SWFSCResearch","Included in base model"
"819",2024,34.3,10,"F","SWFSCResearch","south","Growth","SWFSCResearch","Included in base model"
"820",2024,28.6,5,"M","SWFSCResearch","south","Growth","SWFSCResearch","Included in base model"
"821",2024,32.5,16,"M","SWFSCResearch","south","Growth","SWFSCResearch","Included in base model"
"822",2024,35,20,"F","SWFSCResearch","south","Growth","SWFSCResearch","Included in base model"
"823",2024,33.6,16,"F","SWFSCResearch","south","Growth","SWFSCResearch","Included in base model"
"824",2024,28.6,6,"F","SWFSCResearch","south","Growth","SWFSCResearch","Included in base model"
"825",2024,34.9,15,"F","SWFSCResearch","south","Growth","SWFSCResearch","Included in base model"
"826",2024,31.6,7,"M","SWFSCResearch","north","Growth","SWFSCResearch","Included in base model"
"827",2024,35.6,12,"M","SWFSCResearch","north","Growth","SWFSCResearch","Included in base model"
"828",2024,39.5,26,"F","SWFSCResearch","north","Growth","SWFSCResearch","Included in base model"
"829",2024,44.6,40,"F","SWFSCResearch","north","Growth","SWFSCResearch","Included in base model"
"830",2024,35.6,13,"M","SWFSCResearch","north","Growth","SWFSCResearch","Included in base model"
"831",2024,33.6,14,"F","SWFSCResearch","north","Growth","SWFSCResearch","Included in base model"
"832",2024,33.8,18,"M","SWFSCResearch","south","Growth","SWFSCResearch","Included in base model"
"833",2024,30,5,"M","SWFSCResearch","south","Growth","SWFSCResearch","Included in base model"
"834",2024,31.5,7,"F","SWFSCResearch","south","Growth","SWFSCResearch","Included in base model"
"835",2024,29.5,7,"M","SWFSCResearch","south","Growth","SWFSCResearch","Included in base model"
"836",2024,27.8,8,"F","SWFSCResearch","south","Growth","SWFSCResearch","Included in base model"
"837",2024,28.5,8,"M","SWFSCResearch","north","Growth","SWFSCResearch","Included in base model"
"838",2024,29.1,8,"M","SWFSCResearch","north","Growth","SWFSCResearch","Included in base model"
"839",2024,29.9,6,"F","SWFSCResearch","north","Growth","SWFSCResearch","Included in base model"
"840",2024,24.9,5,"M","SWFSCResearch","north","Growth","SWFSCResearch","Included in base model"
"841",2024,22.4,5,"M","SWFSCResearch","north","Growth","SWFSCResearch","Included in base model"
"842",2024,27.3,5,"M","SWFSCResearch","north","Growth","SWFSCResearch","Included in base model"
"843",2024,23.5,4,"M","SWFSCResearch","north","Growth","SWFSCResearch","Included in base model"
"844",2024,24.8,7,"M","SWFSCResearch","north","Growth","SWFSCResearch","Included in base model"
"845",2024,25,5,"M","SWFSCResearch","north","Growth","SWFSCResearch","Included in base model"
"846",2024,26.2,5,"F","SWFSCResearch","north","Growth","SWFSCResearch","Included in base model"
"847",2024,21.1,4,"M","SWFSCResearch","north","Growth","SWFSCResearch","Included in base model"
"848",2024,24.2,5,"M","SWFSCResearch","north","Growth","SWFSCResearch","Included in base model"
"849",2024,24.6,5,"M","SWFSCResearch","north","Growth","SWFSCResearch","Included in base model"
"850",2024,22,4,"M","SWFSCResearch","north","Growth","SWFSCResearch","Included in base model"
"851",2024,24.6,5,"M","SWFSCResearch","north","Growth","SWFSCResearch","Included in base model"
"852",2024,22.3,4,"F","SWFSCResearch","north","Growth","SWFSCResearch","Included in base model"
"853",2025,35,6,"M","SWFSCResearch","south","Growth","SWFSCResearch","External fit only"
"854",2025,39.2,32,"F","SWFSCResearch","south","Growth","SWFSCResearch","External fit only"
"855",2025,36.1,14,"M","SWFSCResearch","south","Growth","SWFSCResearch","External fit only"
"856",2025,34.3,7,"M","SWFSCResearch","south","Growth","SWFSCResearch","External fit only"
"857",2025,35.2,20,"F","SWFSCResearch","south","Growth","SWFSCResearch","External fit only"
"858",2025,35.1,15,"F","SWFSCResearch","south","Growth","SWFSCResearch","External fit only"
"859",2025,33.9,15,"M","SWFSCResearch","south","Growth","SWFSCResearch","External fit only"
"860",2025,34.7,14,"M","SWFSCResearch","south","Growth","SWFSCResearch","External fit only"
"861",2025,30.7,5,"F","SWFSCResearch","south","Growth","SWFSCResearch","External fit only"
"862",2025,35.4,14,"F","SWFSCResearch","south","Growth","SWFSCResearch","External fit only"
"863",2025,31.7,16,"M","SWFSCResearch","south","Growth","SWFSCResearch","External fit only"
"864",2025,34.5,9,"F","SWFSCResearch","south","Growth","SWFSCResearch","External fit only"
"865",2025,34.9,15,"M","SWFSCResearch","south","Growth","SWFSCResearch","External fit only"
"866",2025,33.9,13,"F","SWFSCResearch","south","Growth","SWFSCResearch","External fit only"
"867",2025,22.6,5,"F","SWFSCResearch","south","Growth","SWFSCResearch","External fit only"
"868",2025,34,16,"F","SWFSCResearch","south","Growth","SWFSCResearch","External fit only"
"869",2025,31.6,9,"F","SWFSCResearch","south","Growth","SWFSCResearch","External fit only"
"870",2025,32,7,"M","SWFSCResearch","south","Growth","SWFSCResearch","External fit only"
"871",2025,31.9,7,"F","SWFSCResearch","south","Growth","SWFSCResearch","External fit only"
"872",2025,35.1,15,"M","SWFSCResearch","south","Growth","SWFSCResearch","External fit only"
"873",2025,32,9,"M","SWFSCResearch","south","Growth","SWFSCResearch","External fit only"
"874",2025,29.2,6,"F","SWFSCResearch","south","Growth","SWFSCResearch","External fit only"
"875",2025,34.2,12,"F","SWFSCResearch","south","Growth","SWFSCResearch","External fit only"
"876",2025,37.5,17,"F","SWFSCResearch","south","Growth","SWFSCResearch","External fit only"
"877",2025,37.6,21,"F","SWFSCResearch","south","Growth","SWFSCResearch","External fit only"
"878",2025,30.7,8,"F","SWFSCResearch","south","Growth","SWFSCResearch","External fit only"
"879",2025,26.6,5,"F","SWFSCResearch","south","Growth","SWFSCResearch","External fit only"
"880",2025,30.5,8,"F","SWFSCResearch","south","Growth","SWFSCResearch","External fit only"
"881",2025,31.3,6,"F","SWFSCResearch","south","Growth","SWFSCResearch","External fit only"
"882",2025,37,23,"F","SWFSCResearch","south","Growth","SWFSCResearch","External fit only"
"883",2025,29.7,4,"M","SWFSCResearch","south","Growth","SWFSCResearch","External fit only"
"884",2025,34,8,"F","SWFSCResearch","south","Growth","SWFSCResearch","External fit only"
"885",2025,27.7,6,"M","SWFSCResearch","south","Growth","SWFSCResearch","External fit only"
"886",2025,30.8,6,"F","SWFSCResearch","south","Growth","SWFSCResearch","External fit only"
"887",2025,24.7,5,"M","SWFSCResearch","south","Growth","SWFSCResearch","External fit only"
"888",2025,28.5,7,"F","SWFSCResearch","south","Growth","SWFSCResearch","External fit only"
"889",2025,30.3,6,"F","SWFSCResearch","south","Growth","SWFSCResearch","External fit only"
"890",2025,31.5,7,"M","SWFSCResearch","south","Growth","SWFSCResearch","External fit only"
"891",2025,27.8,6,"F","SWFSCResearch","south","Growth","SWFSCResearch","External fit only"
"892",2025,37.2,19,"F","SWFSCResearch","south","Growth","SWFSCResearch","External fit only"
"893",2015,2.8,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"894",2015,3.4,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"895",2015,2,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"896",2015,3.3,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"897",2015,3.3,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"898",2015,4,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"899",2015,3.5,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"900",2015,2.7,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"901",2015,3.8,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"902",2015,3.6,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"903",2010,3.8,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"904",2010,3.93,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"905",2010,3.8,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"906",2010,3.73,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"907",2010,4.05,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"908",2010,4.49,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"909",2010,3.82,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"910",2010,3.99,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"911",2010,3.64,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"912",2010,4.14,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"913",2015,4.4,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"914",2010,4.53,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"915",2010,2.99,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"916",2010,3.34,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"917",2010,3.95,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"918",2010,3.99,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"919",2010,3.33,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"920",2010,3.29,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"921",2010,3.78,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"922",2010,2.81,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"923",2016,2.7,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"924",2016,3.1,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"925",2016,3.7,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"926",2016,3.4,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"927",2016,3.2,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"928",2016,2.4,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"929",2016,2.5,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"930",2016,3.1,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"931",2016,3,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"932",2016,3.6,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"933",2016,3.4,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"934",2016,3.7,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"935",2016,3.2,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"936",2016,2.7,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"937",2016,3.4,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"938",2016,3.2,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"939",2016,3.5,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"940",2016,3.8,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"941",2016,3.3,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"942",2016,3.1,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"943",2016,3.4,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"944",2016,3.1,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"945",2016,3.1,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"946",2016,3.3,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"947",2016,4.2,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"948",2016,3.8,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"949",2016,4.6,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"950",2016,4.2,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"951",2016,4.6,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"952",2016,5.1,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"953",2016,4.9,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"954",2016,4.8,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"955",2016,4.6,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"956",2016,4.4,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"957",2016,4.5,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"958",2016,4.6,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"959",2016,4.2,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"960",2016,4,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"961",2016,2.9,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"962",2016,4.3,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"963",2016,4.4,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"964",2016,4.5,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"965",2016,4.6,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"966",2016,4.1,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"967",2016,3.5,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"968",2016,3.5,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"969",2016,3.3,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"970",2016,2.7,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"971",2016,3,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"972",2016,3.4,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"973",2016,3.3,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"974",2016,3.9,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"975",2016,3.7,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"976",2016,3.9,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"977",2016,3.7,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"978",2016,3.6,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"979",2016,4.2,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"980",2016,3.1,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"981",2016,4.7,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"982",2016,4.3,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"983",2016,4.4,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"984",2016,4.3,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"985",2016,3.9,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"986",2016,3.6,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"987",2016,4.1,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"988",2016,4.3,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"989",2016,3.5,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"990",2016,3.8,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"991",2016,4.2,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"992",2016,6,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"993",2016,3.9,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"994",2016,3.6,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"995",2016,4,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"996",2016,4,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"997",2016,4.5,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"998",2016,4,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"999",2016,4.1,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1000",2016,3.9,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1001",2016,5.8,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1002",2016,5.4,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1003",2016,5.1,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1004",2016,4.1,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1005",2016,4,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1006",2016,4,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1007",2016,3.9,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1008",2016,3.9,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1009",2016,4.4,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1010",2016,4.5,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1011",2016,3.4,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1012",2016,3.9,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1013",2016,3.6,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1014",2016,4.2,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1015",2016,4,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1016",2016,3.6,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1017",2016,3.4,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1018",2016,3.5,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1019",2016,3.4,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
