"Year","length_cm","weight_kg","sex","area","mode","disp","source","SOURCE_CODE"
2009,321,NA,"U","Bay","PR","RETAINED","recfin","BIO"
2009,313,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2009,344,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2009,338,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2009,271,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2009,253,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2009,329,NA,"U","Central","PR","RETAINED","recfin","BIO"
2009,358,0.75,"U","Central","PR","RETAINED","recfin","BIO"
2009,408,1.56,"U","Bay","PR","RETAINED","recfin","BIO"
2009,276,0.41,"U","Bay","PR","RETAINED","recfin","BIO"
2009,371,1.04,"U","Bay","PR","RETAINED","recfin","BIO"
2009,313,0.59,"U","Bay","PR","RETAINED","recfin","BIO"
2009,349,0.84,"U","Bay","PR","RETAINED","recfin","BIO"
2009,316,0.59,"U","Bay","PR","RETAINED","recfin","BIO"
2009,369,0.92,"U","Bay","PR","RETAINED","recfin","BIO"
2009,313,0.58,"U","Bay","PR","RETAINED","recfin","BIO"
2009,330,0.68,"U","Bay","PR","RETAINED","recfin","BIO"
2009,257,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2009,370,0.92,"U","Bay","PR","RETAINED","recfin","BIO"
2009,301,0.58,"U","Bay","PR","RETAINED","recfin","BIO"
2009,353,NA,"U","Bay","PR","RETAINED","recfin","BIO"
2009,362,NA,"U","Bay","PR","RETAINED","recfin","BIO"
2009,295,NA,"U","Bay","PR","RETAINED","recfin","BIO"
2009,355,NA,"U","Bay","PR","RETAINED","recfin","BIO"
2009,342,NA,"U","Bay","PR","RETAINED","recfin","BIO"
2009,361,NA,"U","Bay","PR","RETAINED","recfin","BIO"
2009,321,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2009,342,0.65,"U","Bay","PC","RETAINED","recfin","BIO"
2009,331,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2009,301,0.48,"U","Bay","PC","RETAINED","recfin","BIO"
2009,356,0.8,"U","Bay","PR","RETAINED","recfin","BIO"
2009,479,2.4,"U","Redwood","PR","RETAINED","recfin","BIO"
2009,467,1.3,"U","Redwood","PR","RETAINED","recfin","BIO"
2009,398,NA,"U","Redwood","PR","RETAINED","recfin","BIO"
2009,409,1.1,"U","Redwood","PR","RETAINED","recfin","BIO"
2009,416,NA,"U","Redwood","PR","RETAINED","recfin","BIO"
2009,437,NA,"U","Redwood","PR","RETAINED","recfin","BIO"
2009,391,NA,"U","Redwood","PR","RETAINED","recfin","BIO"
2009,398,1.1,"U","Redwood","PR","RETAINED","recfin","BIO"
2009,290,0.4,"U","Redwood","PR","RETAINED","recfin","BIO"
2009,451,NA,"U","Wine","PR","RETAINED","recfin","BIO"
2009,404,NA,"U","Wine","PR","RETAINED","recfin","BIO"
2009,356,NA,"U","Wine","PC","RETAINED","recfin","BIO"
2009,358,0.9,"U","Wine","PR","RETAINED","recfin","BIO"
2009,383,1.1,"U","Wine","PR","RETAINED","recfin","BIO"
2009,412,1.4,"U","Wine","PR","RETAINED","recfin","BIO"
2009,394,1.3,"U","Wine","PR","RETAINED","recfin","BIO"
2009,351,NA,"U","Wine","PR","RETAINED","recfin","BIO"
2009,370,0.9,"U","Redwood","PR","RETAINED","recfin","BIO"
2009,412,NA,"U","Redwood","PR","RETAINED","recfin","BIO"
2009,439,NA,"U","Redwood","PR","RETAINED","recfin","BIO"
2009,283,0.38,"U","Wine","PC","RETAINED","recfin","BIO"
2009,377,1,"U","Wine","PC","RETAINED","recfin","BIO"
2009,312,0.4,"U",NA,NA,"RETAINED","recfin","BIO"
2009,358,NA,"U","Wine","PC","RETAINED","recfin","BIO"
2009,374,NA,"U","Wine","PC","RETAINED","recfin","BIO"
2009,321,1.6,"U","Redwood","PC","RETAINED","recfin","BIO"
2009,449,1.9,"U","Redwood","PR","RETAINED","recfin","BIO"
2009,361,NA,"U","Redwood","PR","RETAINED","recfin","BIO"
2009,381,NA,"U","Redwood","PR","RETAINED","recfin","BIO"
2009,417,1.6,"U","Redwood","PR","RETAINED","recfin","BIO"
2009,407,1.5,"U","Redwood","PR","RETAINED","recfin","BIO"
2009,426,1.6,"U","Redwood","PR","RETAINED","recfin","BIO"
2009,463,2,"U","Redwood","PR","RETAINED","recfin","BIO"
2009,339,NA,"U","Redwood","PR","RETAINED","recfin","BIO"
2009,444,1.6,"U","Redwood","PC","RETAINED","recfin","BIO"
2009,452,1.6,"U","Redwood","PC","RETAINED","recfin","BIO"
2009,421,1.6,"U","Redwood","PR","RETAINED","recfin","BIO"
2009,341,NA,"U","Wine","PC","RETAINED","recfin","BIO"
2009,343,NA,"U","Wine","PC","RETAINED","recfin","BIO"
2009,380,NA,"U","Wine","PC","RETAINED","recfin","BIO"
2009,392,NA,"U","Wine","PC","RETAINED","recfin","BIO"
2009,345,NA,"U","Wine","PR","RETAINED","recfin","BIO"
2009,276,0.5,"U","Wine","PC","RETAINED","recfin","BIO"
2009,355,NA,"U","Wine","PR","RETAINED","recfin","BIO"
2009,390,NA,"U","Wine","PR","RETAINED","recfin","BIO"
2009,262,0.3467963217,"U","Bay","PC","RELEASED","recfin","CPFV"
2009,409,1.332185756,"U","Redwood","PC","RELEASED","recfin","CPFV"
2009,424,1.8,"U","Redwood","PC","RETAINED","recfin","BIO"
2009,424,1.4,"U","Redwood","PR","RETAINED","recfin","BIO"
2009,323,NA,"U","Wine","PC","RETAINED","recfin","BIO"
2009,379,1,"U","Wine","PR","RETAINED","recfin","BIO"
2009,386,NA,"U","Wine","PR","RETAINED","recfin","BIO"
2009,390,NA,"U","Wine","PR","RETAINED","recfin","BIO"
2009,405,NA,"U","Wine","PR","RETAINED","recfin","BIO"
2009,413,NA,"U","Wine","PR","RETAINED","recfin","BIO"
2009,482,NA,"U","Wine","PC","RETAINED","recfin","BIO"
2009,365,NA,"U","Redwood","PR","RETAINED","recfin","BIO"
2009,395,NA,"U","Redwood","PR","RETAINED","recfin","BIO"
2009,390,NA,"U","Redwood","PR","RETAINED","recfin","BIO"
2009,433,NA,"U","Redwood","PR","RETAINED","recfin","BIO"
2009,416,1.4,"U","Redwood","PR","RETAINED","recfin","BIO"
2009,400,1.25,"U","Redwood","PR","RETAINED","recfin","BIO"
2009,390,1.25,"U","Redwood","PR","RETAINED","recfin","BIO"
2009,411,1.6,"U","Redwood","PR","RETAINED","recfin","BIO"
2009,321,0.67,"U","Wine","PR","RETAINED","recfin","BIO"
2009,391,1.2,"U","Wine","PR","RETAINED","recfin","BIO"
2009,402,1.6,"U","Wine","PR","RETAINED","recfin","BIO"
2009,340,0.73,"U","Wine","PR","RETAINED","recfin","BIO"
2009,410,1.2,"U","Redwood","PR","RETAINED","recfin","BIO"
2009,281,0.37,"U","Wine","PR","RETAINED","recfin","BIO"
2009,370,1,"U","Redwood","PC","RETAINED","recfin","BIO"
2009,406,NA,"U","Bay","PR","RETAINED","recfin","BIO"
2009,375,NA,"U","Bay","PR","RETAINED","recfin","BIO"
2009,337,NA,"U","Bay","PR","RETAINED","recfin","BIO"
2009,368,NA,"U","Bay","PR","RETAINED","recfin","BIO"
2009,381,NA,"U","Bay","PR","RETAINED","recfin","BIO"
2009,386,NA,"U","Bay","PR","RETAINED","recfin","BIO"
2009,269,NA,"U","Bay","PR","RETAINED","recfin","BIO"
2009,297,NA,"U","Bay","PR","RETAINED","recfin","BIO"
2009,368,NA,"U","Bay","PR","RETAINED","recfin","BIO"
2009,352,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2009,241,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2009,282,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2009,256,NA,"U","Bay","PR","RETAINED","recfin","BIO"
2009,284,NA,"U","Bay","PR","RETAINED","recfin","BIO"
2009,354,NA,"U","Bay","PR","RETAINED","recfin","BIO"
2009,328,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2009,340,0.68,"U","Bay","PR","RETAINED","recfin","BIO"
2009,308,0.61,"U","Bay","PR","RETAINED","recfin","BIO"
2009,329,0.67,"U","Bay","PR","RETAINED","recfin","BIO"
2009,400,NA,"U","Bay","PR","RETAINED","recfin","BIO"
2009,299,0.57,"U","Bay","PR","RETAINED","recfin","BIO"
2009,318,0.53,"U","Bay","PR","RETAINED","recfin","BIO"
2009,304,NA,"U","Bay","PR","RETAINED","recfin","BIO"
2009,355,NA,"U","Bay","PR","RETAINED","recfin","BIO"
2009,257,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2009,298,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2009,304,NA,"U","Bay","PR","RETAINED","recfin","BIO"
2009,331,NA,"U","Bay","PR","RETAINED","recfin","BIO"
2009,341,NA,"U","Bay","PR","RETAINED","recfin","BIO"
2009,292,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2009,380,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2009,241,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2009,367,NA,"U","Bay","PR","RETAINED","recfin","BIO"
2009,246,NA,"U","Bay","PR","RETAINED","recfin","BIO"
2009,278,NA,"U","Bay","PR","RETAINED","recfin","BIO"
2009,367,1.1,"U","Wine","PR","RETAINED","recfin","BIO"
2009,476,2.15,"U","Redwood","PR","RETAINED","recfin","BIO"
2009,395,1.1,"U","Redwood","PR","RETAINED","recfin","BIO"
2009,377,NA,"U","Redwood","PR","RETAINED","recfin","BIO"
2009,243,0.2762328882,"U","Bay","PC","RELEASED","recfin","CPFV"
2009,335,NA,"U","Bay","PR","RETAINED","recfin","BIO"
2009,283,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2009,302,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2009,295,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2009,278,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2009,324,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2009,248,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2009,277,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2009,320,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2009,291,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2009,332,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2009,302,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2009,308,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2009,329,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2009,328,0.6,"U","Bay","PR","RETAINED","recfin","BIO"
2009,352,0.8,"U","Bay","PC","RETAINED","recfin","BIO"
2009,302,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2009,284,NA,"U","Bay","PR","RETAINED","recfin","BIO"
2009,368,NA,"U","Bay","PR","RETAINED","recfin","BIO"
2009,291,NA,"U","Bay","PR","RETAINED","recfin","BIO"
2009,320,0.72,"U","Bay","PR","RETAINED","recfin","BIO"
2009,323,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2009,338,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2009,349,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2009,342,NA,"U","Wine","PC","RETAINED","recfin","BIO"
2009,315,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2009,425,1.3,"U","Redwood","PR","RETAINED","recfin","BIO"
2009,364,NA,"U","Wine","PR","RETAINED","recfin","BIO"
2009,362,NA,"U","Redwood","PR","RETAINED","recfin","BIO"
2009,360,NA,"U","Redwood","PR","RETAINED","recfin","BIO"
2009,330,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2009,393,NA,"U","Wine","PC","RETAINED","recfin","BIO"
2009,451,2.1,"U","Redwood","PR","RETAINED","recfin","BIO"
2009,345,0.77,"U","Bay","PR","RETAINED","recfin","BIO"
2009,316,0.75,"U","Redwood","PR","RETAINED","recfin","BIO"
2009,383,NA,"U","Wine","PC","RETAINED","recfin","BIO"
2009,350,0.75,"U","Bay","PC","RETAINED","recfin","BIO"
2009,442,1.6,"U","Redwood","PR","RETAINED","recfin","BIO"
2009,360,NA,"U","Redwood","PR","RETAINED","recfin","BIO"
2009,386,1.4,"U","Redwood","PC","RETAINED","recfin","BIO"
2009,341,0.8,"U","Wine","PR","RETAINED","recfin","BIO"
2009,498,1.7,"U","Redwood","PR","RETAINED","recfin","BIO"
2009,464,2.2,"U","Redwood","PC","RETAINED","recfin","BIO"
2009,463,2.3,"U","Redwood","PR","RETAINED","recfin","BIO"
2009,331,NA,"U","Redwood","PC","RETAINED","recfin","BIO"
2009,401,1.6,"U","Redwood","PC","RETAINED","recfin","BIO"
2009,383,NA,"U","Wine","PR","RETAINED","recfin","BIO"
2009,351,NA,"U","Wine","PR","RETAINED","recfin","BIO"
2009,373,0.99,"U","Wine","PC","RETAINED","recfin","BIO"
2009,378,NA,"U","Wine","PR","RETAINED","recfin","BIO"
2009,392,1.4,"U","Wine","PR","RETAINED","recfin","BIO"
2009,445,1.7,"U","Redwood","PR","RETAINED","recfin","BIO"
2009,423,1.8,"U","Redwood","PR","RETAINED","recfin","BIO"
2009,347,0.75,"U","Bay","PR","RETAINED","recfin","BIO"
2009,330,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2009,277,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2009,377,NA,"U","Bay","PR","RETAINED","recfin","BIO"
2009,420,NA,"U","Redwood","PR","RETAINED","recfin","BIO"
2009,344,0.65,"U","Bay","PC","RETAINED","recfin","BIO"
2009,423,1.6,"U","Wine","PR","RETAINED","recfin","BIO"
2009,355,NA,"U","Bay","PR","RETAINED","recfin","BIO"
2009,300,NA,"U","Bay","PR","RETAINED","recfin","BIO"
2009,355,NA,"U","Bay","PR","RETAINED","recfin","BIO"
2009,449,1.3,"U","Redwood","PR","RETAINED","recfin","BIO"
2009,330,NA,"U","Bay","PR","RETAINED","recfin","BIO"
2009,386,NA,"U","Bay","PR","RETAINED","recfin","BIO"
2009,465,NA,"U","Redwood","PR","RETAINED","recfin","BIO"
2009,342,NA,"U","Bay","PR","RETAINED","recfin","BIO"
2009,412,1.25,"U","Bay","PR","RETAINED","recfin","BIO"
2009,351,0.86,"U","Bay","PR","RETAINED","recfin","BIO"
2009,349,NA,"U","Bay","PR","RETAINED","recfin","BIO"
2009,309,NA,"U","Bay","PR","RETAINED","recfin","BIO"
2009,337,NA,"U","Bay","PR","RETAINED","recfin","BIO"
2009,361,NA,"U","Redwood","PR","RETAINED","recfin","BIO"
2009,368,NA,"U","Bay","PR","RETAINED","recfin","BIO"
2009,460,2.2,"U","Redwood","PR","RETAINED","recfin","BIO"
2009,292,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2009,322,NA,"U","Bay","PR","RETAINED","recfin","BIO"
2009,320,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2009,338,0.85,"U","Bay","PR","RETAINED","recfin","BIO"
2009,338,0.69,"U","Bay","PR","RETAINED","recfin","BIO"
2009,332,0.68,"U","Bay","PR","RETAINED","recfin","BIO"
2009,342,0.77,"U","Bay","PR","RETAINED","recfin","BIO"
2009,341,0.69,"U","Bay","PR","RETAINED","recfin","BIO"
2009,391,1.24,"U","Bay","PR","RETAINED","recfin","BIO"
2009,321,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2009,357,NA,"U","Bay","PR","RETAINED","recfin","BIO"
2009,309,0.55,"U","Redwood","PR","RETAINED","recfin","BIO"
2009,453,1.9,"U","Redwood","PR","RETAINED","recfin","BIO"
2009,429,1.6,"U","Redwood","PR","RETAINED","recfin","BIO"
2009,339,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2009,274,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2009,247,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2009,368,1.11,"U","Bay","PR","RETAINED","recfin","BIO"
2009,298,0.49,"U","Bay","PR","RETAINED","recfin","BIO"
2009,333,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2009,327,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2009,368,NA,"U","Redwood","PR","RETAINED","recfin","BIO"
2009,378,NA,"U","Bay","PR","RETAINED","recfin","BIO"
2009,333,NA,"U","Bay","PR","RETAINED","recfin","BIO"
2009,440,1.8,"U","Redwood","PC","RETAINED","recfin","BIO"
2009,304,NA,"U","Bay","PR","RETAINED","recfin","BIO"
2009,374,NA,"U","Wine","PC","RETAINED","recfin","BIO"
2009,330,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2009,262,NA,"U","Central","PC","RETAINED","recfin","BIO"
2009,335,NA,"U","Bay","PR","RETAINED","recfin","BIO"
2009,262,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2009,278,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2009,355,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2009,312,0.64,"U","Bay","PR","RETAINED","recfin","BIO"
2009,309,NA,"U","Bay","PR","RETAINED","recfin","BIO"
2009,244,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2009,258,0.3310425384,"U","Bay","PC","RELEASED","recfin","CPFV"
2009,382,1.3,"U","Redwood","PR","RETAINED","recfin","BIO"
2009,340,NA,"U","Redwood","PR","RETAINED","recfin","BIO"
2009,381,NA,"U","Redwood","PR","RETAINED","recfin","BIO"
2009,391,NA,"U","Redwood","PR","RETAINED","recfin","BIO"
2009,273,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2009,347,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2009,415,1.5,"U","Redwood","PR","RETAINED","recfin","BIO"
2009,276,NA,"U","Bay","PR","RETAINED","recfin","BIO"
2009,343,0.73,"U","Bay","PR","RETAINED","recfin","BIO"
2009,383,NA,"U","Bay","PR","RETAINED","recfin","BIO"
2009,286,0.53,"U","Wine","PC","RETAINED","recfin","BIO"
2009,435,1.7,"U","Redwood","PC","RETAINED","recfin","BIO"
2009,341,0.74,"U","Bay","PR","RETAINED","recfin","BIO"
2009,396,1.1,"U","Redwood","PR","RETAINED","recfin","BIO"
2009,325,0.6,"U","Redwood","PR","RETAINED","recfin","BIO"
2009,261,NA,"U","Bay","PR","RETAINED","recfin","BIO"
2009,330,0.7,"U","Central","PC","RETAINED","recfin","BIO"
2009,259,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2009,330,NA,"U","Wine","PR","RETAINED","recfin","BIO"
2009,330,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2009,344,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2009,335,NA,"U","Bay","PR","RETAINED","recfin","BIO"
2009,372,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2009,360,1.2,"U","Wine","PR","RETAINED","recfin","BIO"
2009,365,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2009,348,0.65,"U","Bay","PR","RETAINED","recfin","BIO"
2009,262,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2009,365,1.2,"U","Redwood","PC","RETAINED","recfin","BIO"
2009,301,0.6,"U","Bay","PR","RETAINED","recfin","BIO"
2009,351,NA,"U","Bay","PR","RETAINED","recfin","BIO"
2009,380,NA,"U","Bay","PR","RETAINED","recfin","BIO"
2009,332,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2009,266,NA,"U","Bay","PR","RETAINED","recfin","BIO"
2009,345,NA,"U","Central","PR","RETAINED","recfin","BIO"
2009,360,NA,"U","Bay","PR","RETAINED","recfin","BIO"
2009,398,1.3,"U","Redwood","PR","RETAINED","recfin","BIO"
2009,377,NA,"U","Redwood","PR","RETAINED","recfin","BIO"
2010,350,NA,"U","Bay","PR","RETAINED","recfin","BIO"
2010,368,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2010,353,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2010,330,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2010,362,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2010,303,0.57,"U","Bay","PR","RETAINED","recfin","BIO"
2010,261,0.39,"U","Bay","PR","RETAINED","recfin","BIO"
2010,297,NA,"U","Bay","PR","RETAINED","recfin","BIO"
2010,273,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2010,272,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2010,312,0.73,"U","Bay","PR","RETAINED","recfin","BIO"
2010,332,0.84,"U","Bay","PR","RETAINED","recfin","BIO"
2010,439,NA,"U","Redwood","PC","RETAINED","recfin","BIO"
2010,424,NA,"U","Redwood","PC","RETAINED","recfin","BIO"
2010,456,2,"U","Redwood","PC","RETAINED","recfin","BIO"
2010,377,NA,"U","Redwood","PC","RETAINED","recfin","BIO"
2010,321,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2010,319,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2010,308,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2010,332,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2010,326,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2010,337,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2010,325,NA,"U","Bay","PR","RETAINED","recfin","BIO"
2010,327,NA,"U","Bay","PR","RETAINED","recfin","BIO"
2010,442,2,"U","Redwood","PR","RETAINED","recfin","BIO"
2010,362,NA,"U","Redwood","PR","RETAINED","recfin","BIO"
2010,422,NA,"U","Redwood","PC","RETAINED","recfin","BIO"
2010,381,NA,"U","Redwood","PR","RETAINED","recfin","BIO"
2010,401,NA,"U","Redwood","PR","RETAINED","recfin","BIO"
2010,411,NA,"U","Redwood","PR","RETAINED","recfin","BIO"
2010,348,NA,"U","Redwood","PR","RETAINED","recfin","BIO"
2010,425,NA,"U","Redwood","PR","RETAINED","recfin","BIO"
2010,386,NA,"U","Redwood","PR","RETAINED","recfin","BIO"
2010,426,1.5,"U","Redwood","PR","RETAINED","recfin","BIO"
2010,422,1.5,"U","Redwood","PR","RETAINED","recfin","BIO"
2010,403,NA,"U","Redwood","PR","RETAINED","recfin","BIO"
2010,431,NA,"U","Redwood","PR","RETAINED","recfin","BIO"
2010,491,1.9,"U","Redwood","PR","RETAINED","recfin","BIO"
2010,535,NA,"U","Redwood","PR","RETAINED","recfin","BIO"
2010,318,NA,"U","Redwood","PR","RETAINED","recfin","BIO"
2010,438,1.7,"U","Redwood","PR","RETAINED","recfin","BIO"
2010,323,0.59,"U","Redwood","PR","RETAINED","recfin","BIO"
2010,424,NA,"U","Redwood","PR","RETAINED","recfin","BIO"
2010,320,0.8,"U","Bay","PR","RETAINED","recfin","BIO"
2010,310,0.75,"U","Bay","PR","RETAINED","recfin","BIO"
2010,318,0.83,"U","Bay","PR","RETAINED","recfin","BIO"
2010,326,0.68,"U","Bay","PR","RETAINED","recfin","BIO"
2010,322,0.74,"U","Bay","PR","RETAINED","recfin","BIO"
2010,487,NA,"U","Redwood","PC","RETAINED","recfin","BIO"
2010,429,1.7,"U","Redwood","PC","RETAINED","recfin","BIO"
2010,285,NA,"U","Wine","PC","RETAINED","recfin","BIO"
2010,485,NA,"U","Redwood","PC","RETAINED","recfin","BIO"
2010,299,NA,"U","Redwood","PC","RETAINED","recfin","BIO"
2010,424,NA,"U","Redwood","PC","RETAINED","recfin","BIO"
2010,430,1.5,"U","Redwood","PR","RETAINED","recfin","BIO"
2010,410,NA,"U","Redwood","PR","RETAINED","recfin","BIO"
2010,341,NA,"U","Redwood","PR","RETAINED","recfin","BIO"
2010,309,0.58,"U","Wine","PC","RETAINED","recfin","BIO"
2010,406,NA,"U","Wine","PR","RETAINED","recfin","BIO"
2010,349,0.87,"U","Bay","PR","RETAINED","recfin","BIO"
2010,270,0.4,"U","Bay","PR","RETAINED","recfin","BIO"
2010,340,0.78,"U","Bay","PR","RETAINED","recfin","BIO"
2010,448,NA,"U","Redwood","PC","RETAINED","recfin","BIO"
2010,254,0.34,"U","Central","PR","RETAINED","recfin","BIO"
2010,320,0.81,"U","Bay","PR","RETAINED","recfin","BIO"
2010,360,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2010,340,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2010,335,0.79,"U","Bay","PR","RETAINED","recfin","BIO"
2010,419,NA,"U","Redwood","PR","RETAINED","recfin","BIO"
2010,333,NA,"U","Redwood","PR","RETAINED","recfin","BIO"
2010,342,NA,"U","Redwood","PR","RETAINED","recfin","BIO"
2010,419,1.4,"U","Redwood","PR","RETAINED","recfin","BIO"
2010,449,1.6,"U","Redwood","PR","RETAINED","recfin","BIO"
2010,445,NA,"U","Redwood","PR","RETAINED","recfin","BIO"
2010,327,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2010,459,NA,"U","Redwood","PR","RETAINED","recfin","BIO"
2010,329,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2010,252,0.82,"U","Wine","PC","RETAINED","recfin","BIO"
2010,328,0.64,"U","Wine","PR","RETAINED","recfin","BIO"
2010,461,NA,"U","Redwood","PC","RETAINED","recfin","BIO"
2010,464,NA,"U","Redwood","PC","RETAINED","recfin","BIO"
2010,485,NA,"U","Redwood","PC","RETAINED","recfin","BIO"
2010,303,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2010,251,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2010,321,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2010,310,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2010,300,0.65,"U","Bay","PR","RETAINED","recfin","BIO"
2010,340,0.89,"U","Bay","PR","RETAINED","recfin","BIO"
2010,296,0.58,"U","Bay","PR","RETAINED","recfin","BIO"
2010,327,0.74,"U","Bay","PR","RETAINED","recfin","BIO"
2010,315,0.6,"U","Bay","PR","RETAINED","recfin","BIO"
2010,386,NA,"U","Redwood","PR","RETAINED","recfin","BIO"
2010,340,0.82,"U","Wine","PR","RETAINED","recfin","BIO"
2010,330,0.72,"U","Bay","PR","RETAINED","recfin","BIO"
2010,351,0.8,"U","Bay","PR","RETAINED","recfin","BIO"
2010,419,NA,"U","Redwood","PR","RETAINED","recfin","BIO"
2010,266,NA,"U","Bay","PR","RETAINED","recfin","BIO"
2010,327,0.68,"U","Bay","PR","RETAINED","recfin","BIO"
2010,338,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2010,263,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2010,373,1.03,"U","Bay","PR","RETAINED","recfin","BIO"
2010,268,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2010,332,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2010,331,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2010,317,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2010,346,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2010,309,NA,"U","Bay","PR","RETAINED","recfin","BIO"
2010,329,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2010,382,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2010,317,NA,"U","Bay","PC","RETAINED","recfin","BIO"
2010,494,2.3,"U","Redwood","PR","RETAINED","recfin","BIO"
2010,419,NA,"U","Redwood","PR","RETAINED","recfin","BIO"
2010,423,1.5,"U","Redwood","PR","RETAINED","recfin","BIO"
2010,415,NA,"U","Redwood","PR","RETAINED","recfin","BIO"
2010,379,NA,"U","Redwood","PR","RETAINED","recfin","BIO"
2010,428,NA,"U","Redwood","PR","RETAINED","recfin","BIO"
2010,418,NA,"U","Redwood","PR","RETAINED","recfin","BIO"
2010,366,NA,"U","Redwood","PR","RETAINED","recfin","BIO"
2010,307,NA,"U","Redwood","PR","RETAINED","recfin","BIO"
2010,462,NA,"U","Redwood","PR","RETAINED","recfin","BIO"
2010,408,NA,"U","Redwood","PR","RETAINED","recfin","BIO"
2010,317,NA,"U","Redwood","PC","RETAINED","recfin","BIO"
