"faa","RECFIN_YEAR","tot_mt","dis_mt","land_mt"
"North",2005,3.7402404125681,0.5874569550891,3.152783457479
"North",2006,3.75661004458529,0.458139388083186,3.2984706565021
"North",2007,5.2586401066425,0.3626867812395,4.895953325403
"North",2008,1.89187460749378,0.0356864452333762,1.8561881622604
"North",2009,2.8643244100027,0.1711795660404,2.6931448439623
"North",2010,1.384526477875,0,1.384526477875
"North",2011,2.80071477478773,0.0866205985175333,2.7140941762702
"North",2012,4.35207528316799,0.0415311700321879,4.3105441131358
"North",2013,2.53998320443297,0.0248493915159667,2.515133812917
"North",2014,1.91713067276734,0.0186442714603448,1.898486401307
"North",2015,3.65835238681495,0.0457613888809487,3.612590997934
"North",2016,3.53482275409049,0.0890624092634858,3.445760344827
"North",2017,5.81732362157432,0.205787482179323,5.611536139395
"North",2018,6.32129409002243,0.18952404617043,6.131770043852
"North",2019,7.84929307069647,0.265962667096471,7.5833304036
"North",2020,6.79870867748366,0.0366596028056585,6.762049074678
"North",2021,6.56208466517302,0.184954248486019,6.377130416687
"North",2022,6.96870562680114,0.680872583324144,6.287833043477
"North",2023,1.789171287861,0.263495747801,1.52567554006
"North",2024,0.868710816626,0.676387878915,0.192322937711
"South",2005,1.9609460954792,0.026649758115,1.9342963373642
"South",2006,6.40550689047813,0.0411071165090286,6.3643997739691
"South",2007,7.4511663218536,0.0510825402923,7.4000837815613
"South",2008,2.84618262788201,0.0459755882012143,2.8002070396808
"South",2009,2.8658116432752,0.10758628784,2.7582253554352
"South",2010,1.3011034928696,0,1.3011034928696
"South",2011,1.6977112181926,0,1.6977112181926
"South",2012,1.9516730643512,0,1.9516730643512
"South",2013,0.3570737385162,0,0.3570737385162
"South",2014,0.632899944196003,0.00581855254700306,0.627081391649
"South",2015,3.83615021794821,0.0235566547932096,3.812593563155
"South",2016,5.06025662707964,0.0249351041206436,5.035321522959
"South",2017,4.19588167286747,0.0446982095804686,4.151183463287
"South",2018,4.01444501095601,0.0346726753830085,3.979772335573
"South",2019,3.93199372253746,0.0551401238754594,3.876853598662
"South",2020,1.07538643214213,0.0335250351211349,1.041861397021
"South",2021,4.22772543972717,0.0550447197821734,4.172680719945
"South",2022,3.45523159573294,0.512901459093943,2.942330136639
"South",2023,0.472349973417,0.208551903461,0.263798069956
"South",2024,0.233686278217,0.074664924589,0.159021353628
